Link to Local Folder,0<rank<5,Repo Name - Source,Branch,__old_path,__updated_path,__moved_flag
/Users/pq/bop_final_repo/bop_merged_platform/__MACOSX,4,__MACOSX,default,/Users/pq/bop_final_repo/bop_merged_platform/__MACOSX,/Volumes/psiqo/bop_final_repo/bop_merged_platform/__MACOSX,True
/Users/pq/gpt-engineer,4,AntonOsika/gpt-engineer,main,/Users/pq/gpt-engineer,/Volumes/psiqo/gpt-engineer,True
/Users/pq/bop_final_repo copy/bop,4,bop,default,/Users/pq/bop_final_repo copy/bop,/Volumes/psiqo/bop_final_repo copy/bop,True
/Users/pq/bop_final_repo/bop_merged_platform,4,bop_merged_platform,default,/Users/pq/bop_final_repo/bop_merged_platform,/Volumes/psiqo/bop_final_repo/bop_merged_platform,True
/Users/pq/_project_/IWS/b4-code/_RichieRiched/RR-04/builder-app,4,builder-app,main,/Users/pq/_project_/IWS/b4-code/_RichieRiched/RR-04/builder-app,/Volumes/psiqo/_project_/IWS/b4-code/_RichieRiched/RR-04/builder-app,True
/Users/pq/__bopper/business-dashboard,4,business-dashboard,master,/Users/pq/__bopper/business-dashboard,/Volumes/psiqo/__bopper/business-dashboard,True
/Users/pq/ACE_Framework,4,daveshap/ACE_Framework,main,/Users/pq/ACE_Framework,/Volumes/psiqo/ACE_Framework,True
/Users/pq/ACE_Framework_0,4,daveshap/ACE_Framework,main,/Users/pq/ACE_Framework_0,/Volumes/psiqo/ACE_Framework_0,True
/Users/pq/OpenAI_Agent_Swarm,4,daveshap/OpenAI_Agent_Swarm,main,/Users/pq/OpenAI_Agent_Swarm,/Volumes/psiqo/OpenAI_Agent_Swarm,True
/Users/pq/_project_/__copilot/ecommerce_project,4,ecommerce_project,default,/Users/pq/_project_/__copilot/ecommerce_project,/Volumes/psiqo/_project_/__copilot/ecommerce_project,True
/Users/pq/_project_/ecommerce_project,4,ecommerce_project,default,/Users/pq/_project_/ecommerce_project,/Volumes/psiqo/_project_/ecommerce_project,True
/Users/pq/_project_/app_v01_aida-actionsgpt/gpte,4,gpte,default,/Users/pq/_project_/app_v01_aida-actionsgpt/gpte,/Volumes/psiqo/_project_/app_v01_aida-actionsgpt/gpte,True
/Users/pq/gpt-eng/gpt-engineer/projects/__gpte/gpte,4,gpte,default,/Users/pq/gpt-eng/gpt-engineer/projects/__gpte/gpte,/Volumes/psiqo/gpt-eng/gpt-engineer/projects/__gpte/gpte,True
/Users/pq/_project_/IWS/b4-code/gpte_rr03,4,gpte_rr03,default,/Users/pq/_project_/IWS/b4-code/gpte_rr03,/Volumes/psiqo/_project_/IWS/b4-code/gpte_rr03,True
/Users/pq/_project_/IWS/b4-code/gpte_rr034,4,gpte_rr034,default,/Users/pq/_project_/IWS/b4-code/gpte_rr034,/Volumes/psiqo/_project_/IWS/b4-code/gpte_rr034,True
/Users/pq/_project_/IWS/b4-code/gpte_rr036,4,gpte_rr036,default,/Users/pq/_project_/IWS/b4-code/gpte_rr036,/Volumes/psiqo/_project_/IWS/b4-code/gpte_rr036,True
/Users/pq/_project_/IWS/b4-code/gpte_rr037,4,gpte_rr037,default,/Users/pq/_project_/IWS/b4-code/gpte_rr037,/Volumes/psiqo/_project_/IWS/b4-code/gpte_rr037,True
/Users/pq/_project_/IWS/b4-code/gpte_rr038,4,gpte_rr038,default,/Users/pq/_project_/IWS/b4-code/gpte_rr038,/Volumes/psiqo/_project_/IWS/b4-code/gpte_rr038,True
/Users/pq/MetaGPT/workspace/workspace/intelliwealth_solutions,4,intelliwealth_solutions,master,/Users/pq/MetaGPT/workspace/workspace/intelliwealth_solutions,/Volumes/psiqo/MetaGPT/workspace/workspace/intelliwealth_solutions,True
/Users/pq/MetaGPT/workspace/intelliwealth_solutions_app,4,intelliwealth_solutions_app,master,/Users/pq/MetaGPT/workspace/intelliwealth_solutions_app,/Volumes/psiqo/MetaGPT/workspace/intelliwealth_solutions_app,True
/Users/pq/MetaGPT/workspace/workspace/intelliwealth_solutions_saas,4,intelliwealth_solutions_saas,master,/Users/pq/MetaGPT/workspace/workspace/intelliwealth_solutions_saas,/Volumes/psiqo/MetaGPT/workspace/workspace/intelliwealth_solutions_saas,True
/Users/pq/MetaGPT/workspace/intelliwealth_solutions_upgrade,4,intelliwealth_solutions_upgrade,master,/Users/pq/MetaGPT/workspace/intelliwealth_solutions_upgrade,/Volumes/psiqo/MetaGPT/workspace/intelliwealth_solutions_upgrade,True
/Users/pq/MetaGPT/workspace/workspace/intelliwealth_solutions_upgrade,4,intelliwealth_solutions_upgrade,master,/Users/pq/MetaGPT/workspace/workspace/intelliwealth_solutions_upgrade,/Volumes/psiqo/MetaGPT/workspace/workspace/intelliwealth_solutions_upgrade,True
/Users/pq/__bopper,4,intelliWealth-Solutions/bop,my-new-feature2,/Users/pq/__bopper,/Volumes/psiqo/__bopper,True
/Users/pq/__bopper/__MACOSX,4,intelliWealth-Solutions/bop,my-new-feature2,/Users/pq/__bopper/__MACOSX,/Volumes/psiqo/__bopper/__MACOSX,True
/Users/pq/bop_final_repo,4,intelliWealth-Solutions/bop,main,/Users/pq/bop_final_repo,/Volumes/psiqo/bop_final_repo,True
/Users/pq/inference-0/dify,4,langgenius/dify,main,/Users/pq/inference-0/dify,/Volumes/psiqo/inference-0/dify,True
/Users/pq/MetaGPT/workspace/workspace/modernized_codebase,4,modernized_codebase,master,/Users/pq/MetaGPT/workspace/workspace/modernized_codebase,/Volumes/psiqo/MetaGPT/workspace/workspace/modernized_codebase,True
/Users/pq/pautobot,4,nrl-ai/pautobot,main,/Users/pq/pautobot,/Volumes/psiqo/pautobot,True
/Users/pq/erp-app,4,P4Quattro/erp-app,main,/Users/pq/erp-app,/Volumes/psiqo/erp-app,True
/Users/pq/__bop_final,4,PsikoQuattro/bop_v04,default,/Users/pq/__bop_final,/Volumes/psiqo/__bop_final,True
/Users/pq/_salvage/20250810_worx/gpt-pilot,4,Pythagora-io/gpt-pilot,main,/Users/pq/_salvage/20250810_worx/gpt-pilot,/Volumes/psiqo/_salvage/20250810_worx/gpt-pilot,True
/Users/pq/gpt-pilot,4,Pythagora-io/gpt-pilot,main,/Users/pq/gpt-pilot,/Volumes/psiqo/gpt-pilot,True
/Users/pq/MetaGPT/workspace/workspace/saas_platform_upgrade,4,saas_platform_upgrade,master,/Users/pq/MetaGPT/workspace/workspace/saas_platform_upgrade,/Volumes/psiqo/MetaGPT/workspace/workspace/saas_platform_upgrade,True
/Users/pq/__bopper/payoneer,4,VoxFeed/payoneer,master,/Users/pq/__bopper/payoneer,/Volumes/psiqo/__bopper/payoneer,True
/Users/pq/MetaGPT/workspace/20240323015113,3,20240323015113,master,/Users/pq/MetaGPT/workspace/20240323015113,/Volumes/psiqo/MetaGPT/workspace/20240323015113,True
/Users/pq/MetaGPT/workspace/20240323022145,3,20240323022145,master,/Users/pq/MetaGPT/workspace/20240323022145,/Volumes/psiqo/MetaGPT/workspace/20240323022145,True
/Users/pq/MetaGPT/workspace/20240323022444,3,20240323022444,master,/Users/pq/MetaGPT/workspace/20240323022444,/Volumes/psiqo/MetaGPT/workspace/20240323022444,True
/Users/pq/MetaGPT/workspace/20240323040729,3,20240323040729,master,/Users/pq/MetaGPT/workspace/20240323040729,/Volumes/psiqo/MetaGPT/workspace/20240323040729,True
/Users/pq/MetaGPT/workspace/20240414172212,3,20240414172212,master,/Users/pq/MetaGPT/workspace/20240414172212,/Volumes/psiqo/MetaGPT/workspace/20240414172212,True
/Users/pq/anse,3,anse-app/anse,main,/Users/pq/anse,/Volumes/psiqo/anse,True
/Users/pq/MemGPT,3,cpacker/MemGPT,main,/Users/pq/MemGPT,/Volumes/psiqo/MemGPT,True
/Users/pq/demolog,3,demolog,master,/Users/pq/demolog,/Volumes/psiqo/demolog,True
/Users/pq/_depolop/depolop,3,depolop,master,/Users/pq/_depolop/depolop,/Volumes/psiqo/_depolop/depolop,True
/Users/pq/_depolop/depolop_22042024,3,depolop_22042024,master,/Users/pq/_depolop/depolop_22042024,/Volumes/psiqo/_depolop/depolop_22042024,True
/Users/pq/_salvage/20250810_worx/automata,3,emrgnt-cmplxty/automata,full-automata,/Users/pq/_salvage/20250810_worx/automata,/Volumes/psiqo/_salvage/20250810_worx/automata,True
/Users/pq/friendlyeats-web,3,firebase/friendlyeats-web,master,/Users/pq/friendlyeats-web,/Volumes/psiqo/friendlyeats-web,True
/Users/pq/MetaGPT,3,geekan/MetaGPT,main,/Users/pq/MetaGPT,/Volumes/psiqo/MetaGPT,True
/Users/pq/motorhead,3,getmetal/motorhead,main,/Users/pq/motorhead,/Volumes/psiqo/motorhead,True
/Users/pq/gpt-eng/gpt-engineer,3,gpt-engineer-org/gpt-engineer,main,/Users/pq/gpt-eng/gpt-engineer,/Volumes/psiqo/gpt-eng/gpt-engineer,True
/Users/pq/ai-money-machine-starter/hydrogen-quickstart,3,hydrogen-quickstart,main,/Users/pq/ai-money-machine-starter/hydrogen-quickstart,/Volumes/psiqo/ai-money-machine-starter/hydrogen-quickstart,True
/Users/pq/privateGPT,3,imartinez/privateGPT,main,/Users/pq/privateGPT,/Volumes/psiqo/privateGPT,True
/Users/pq/Free-Auto-GPT,3,IntelligenzaArtificiale/Free-Auto-GPT,main,/Users/pq/Free-Auto-GPT,/Volumes/psiqo/Free-Auto-GPT,True
/Users/pq/crewAI,3,joaomdmoura/crewAI,main,/Users/pq/crewAI,/Volumes/psiqo/crewAI,True
/Users/pq/gpt4all,3,nomic-ai/gpt4all,main,/Users/pq/gpt4all,/Volumes/psiqo/gpt4all,True
/Users/pq/swarm,3,openai/swarm,main,/Users/pq/swarm,/Volumes/psiqo/swarm,True
/Users/pq/Dropbox/Organization/dir/project-management-app,3,project-management-app,master,/Users/pq/Dropbox/Organization/dir/project-management-app,/Volumes/psiqo/Dropbox/Organization/dir/project-management-app,True
/Users/pq/AgentGPT,3,reworkd/AgentGPT,main,/Users/pq/AgentGPT,/Volumes/psiqo/AgentGPT,True
/Users/pq/claude-dev,3,saoudrizwan/claude-dev,main,/Users/pq/claude-dev,/Volumes/psiqo/claude-dev,True
/Users/pq/awesome-chatgpt,3,sindresorhus/awesome-chatgpt,main,/Users/pq/awesome-chatgpt,/Volumes/psiqo/awesome-chatgpt,True
/Users/pq/SuperAGI_0,3,TransformerOptimus/SuperAGI,main,/Users/pq/SuperAGI_0,/Volumes/psiqo/SuperAGI_0,True
/Users/pq/AutoGPT.js,3,zabirauf/AutoGPT.js,main,/Users/pq/AutoGPT.js,/Volumes/psiqo/AutoGPT.js,True
/Users/pq/_project_/private-gpt,3,zylon-ai/private-gpt,main,/Users/pq/_project_/private-gpt,/Volumes/psiqo/_project_/private-gpt,True
/Users/pq/private-gpt,3,zylon-ai/private-gpt,main,/Users/pq/private-gpt,/Volumes/psiqo/private-gpt,True
/Users/pq/apache-maven-3.9/maven-toolchains-plugin,2,apache/maven-toolchains-plugin,master,/Users/pq/apache-maven-3.9/maven-toolchains-plugin,/Volumes/psiqo/apache-maven-3.9/maven-toolchains-plugin,True
/Users/pq/maven-toolchains-plugin,2,apache/maven-toolchains-plugin,master,/Users/pq/maven-toolchains-plugin,/Volumes/psiqo/maven-toolchains-plugin,True
/Users/pq/react-horizon-ui-chakra,2,app-generator/react-horizon-ui-chakra,main,/Users/pq/react-horizon-ui-chakra,/Volumes/psiqo/react-horizon-ui-chakra,True
/Users/pq/8a6578a2-4707-4e80-aed7-ebefc8bce13b,2,appseed-projects/8a6578a2-4707-4e80-aed7-ebefc8bce13b,main,/Users/pq/8a6578a2-4707-4e80-aed7-ebefc8bce13b,/Volumes/psiqo/8a6578a2-4707-4e80-aed7-ebefc8bce13b,True
/Users/pq/astro,2,astro,default,/Users/pq/astro,/Volumes/psiqo/astro,True
/Users/pq/Desktop/discoveries/autopack/autopack,2,AutoPackAI/autopack,main,/Users/pq/Desktop/discoveries/autopack/autopack,/Volumes/psiqo/Desktop/discoveries/autopack/autopack,True
/Users/pq/serverless-patterns,2,aws-samples/serverless-patterns,main,/Users/pq/serverless-patterns,/Volumes/psiqo/serverless-patterns,True
/Users/pq/microagents,2,aymenfurter/microagents,main,/Users/pq/microagents,/Volumes/psiqo/microagents,True
/Users/pq/supercharger,2,catid/supercharger,main,/Users/pq/supercharger,/Volumes/psiqo/supercharger,True
/Users/pq/_salvage/20250810_worx/crewAI,2,crewAIInc/crewAI,main,/Users/pq/_salvage/20250810_worx/crewAI,/Volumes/psiqo/_salvage/20250810_worx/crewAI,True
/Users/pq/forge/AgentForge,2,DataBassGit/AgentForge,main,/Users/pq/forge/AgentForge,/Volumes/psiqo/forge/AgentForge,True
/Users/pq/langchain-experiments,2,daveebbelaar/langchain-experiments,main,/Users/pq/langchain-experiments,/Volumes/psiqo/langchain-experiments,True
/Users/pq/Vid2Persona,2,deep-diver/Vid2Persona,main,/Users/pq/Vid2Persona,/Volumes/psiqo/Vid2Persona,True
/Users/pq/cookiecutter-data-science,2,drivendataorg/cookiecutter-data-science,master,/Users/pq/cookiecutter-data-science,/Volumes/psiqo/cookiecutter-data-science,True
/Users/pq/python-libmagic,2,dveselov/python-libmagic,master,/Users/pq/python-libmagic,/Volumes/psiqo/python-libmagic,True
/Users/pq/chromedriver,2,electron/chromedriver,main,/Users/pq/chromedriver,/Volumes/psiqo/chromedriver,True
/Users/pq/electron,2,electron/electron,main,/Users/pq/electron,/Volumes/psiqo/electron,True
/Users/pq/fantasy-talking,2,Fantasy-AMAP/fantasy-talking,main,/Users/pq/fantasy-talking,/Volumes/psiqo/fantasy-talking,True
/Users/pq/llama.cpp,2,ggerganov/llama.cpp,master,/Users/pq/llama.cpp,/Volumes/psiqo/llama.cpp,True
/Users/pq/muld,2,ghomasHudson/muld,master,/Users/pq/muld,/Volumes/psiqo/muld,True
/Users/pq/cookbook,2,google-gemini/cookbook,main,/Users/pq/cookbook,/Volumes/psiqo/cookbook,True
/Users/pq/Hexabot,2,Hexastack/Hexabot,main,/Users/pq/Hexabot,/Volumes/psiqo/Hexabot,True
/Users/pq/_TotalCode/Superagent,2,homanp/Superagent,main,/Users/pq/_TotalCode/Superagent,/Volumes/psiqo/_TotalCode/Superagent,True
/Users/pq/superagent,2,homanp/superagent,main,/Users/pq/superagent,/Volumes/psiqo/superagent,True
/Users/pq/llama_index,2,jerryjliu/llama_index,main,/Users/pq/llama_index,/Volumes/psiqo/llama_index,True
/Users/pq/karma,2,karma-runner/karma,master,/Users/pq/karma,/Volumes/psiqo/karma,True
/Users/pq/langchain,2,langchain-ai/langchain,master,/Users/pq/langchain,/Volumes/psiqo/langchain,True
/Users/pq/langgraph,2,langchain-ai/langgraph,main,/Users/pq/langgraph,/Volumes/psiqo/langgraph,True
/Users/pq/webapp-text-generator,2,langgenius/webapp-text-generator,main,/Users/pq/webapp-text-generator,/Volumes/psiqo/webapp-text-generator,True
/Users/pq/autogen,2,microsoft/autogen,main,/Users/pq/autogen,/Volumes/psiqo/autogen,True
/Users/pq/jarvis,2,ngaut/jarvis,main,/Users/pq/jarvis,/Volumes/psiqo/jarvis,True
/Users/pq/raftscope,2,ongardie/raftscope,master,/Users/pq/raftscope,/Volumes/psiqo/raftscope,True
/Users/pq/text-generation-webui,2,oobabooga/text-generation-webui,main,/Users/pq/text-generation-webui,/Volumes/psiqo/text-generation-webui,True
/Users/pq/SWELancer-Benchmark,2,openai/SWELancer-Benchmark,main,/Users/pq/SWELancer-Benchmark,/Volumes/psiqo/SWELancer-Benchmark,True
/Users/pq/example-typescript,2,pieces-app/example-typescript,main,/Users/pq/example-typescript,/Volumes/psiqo/example-typescript,True
/Users/pq/prefect,2,PrefectHQ/prefect,main,/Users/pq/prefect,/Volumes/psiqo/prefect,True
/Users/pq/SWE-agent,2,princeton-nlp/SWE-agent,main,/Users/pq/SWE-agent,/Volumes/psiqo/SWE-agent,True
/Users/pq/rasa,2,RasaHQ/rasa,main,/Users/pq/rasa,/Volumes/psiqo/rasa,True
/Users/pq/LlamaIndexTS,2,run-llama/LlamaIndexTS,main,/Users/pq/LlamaIndexTS,/Volumes/psiqo/LlamaIndexTS,True
/Users/pq/gorilla,2,ShishirPatil/gorilla,main,/Users/pq/gorilla,/Volumes/psiqo/gorilla,True
/Users/pq/kdmc/app.env/Auto-GPT,2,Significant-Gravitas/Auto-GPT,master,/Users/pq/kdmc/app.env/Auto-GPT,/Volumes/psiqo/kdmc/app.env/Auto-GPT,True
/Users/pq/Copy-URL,2,sindresorhus/Copy-URL,main,/Users/pq/Copy-URL,/Volumes/psiqo/Copy-URL,True
/Users/pq/text-generation-webui/extensions/webui_tavernai_charas,2,SkinnyDevi/webui_tavernai_charas,master,/Users/pq/text-generation-webui/extensions/webui_tavernai_charas,/Volumes/psiqo/text-generation-webui/extensions/webui_tavernai_charas,True
/Users/pq/headlessui,2,tailwindlabs/headlessui,main,/Users/pq/headlessui,/Volumes/psiqo/headlessui,True
/Users/pq/tensorflow,2,tensorflow/tensorflow,master,/Users/pq/tensorflow,/Volumes/psiqo/tensorflow,True
/Users/pq/terraform-docs-samples,2,terraform-google-modules/terraform-docs-samples,main,/Users/pq/terraform-docs-samples,/Volumes/psiqo/terraform-docs-samples,True
/Users/pq/SuperAGI_01,2,TransformerOptimus/SuperAGI,main,/Users/pq/SuperAGI_01,/Volumes/psiqo/SuperAGI_01,True
/Users/pq/text-generation-webui-stable_diffusion,2,Trojaner/text-generation-webui-stable_diffusion,main,/Users/pq/text-generation-webui-stable_diffusion,/Volumes/psiqo/text-generation-webui-stable_diffusion,True
/Users/pq/text-generation-webui/extensions/stable_diffusion,2,Trojaner/text-generation-webui-stable_diffusion,main,/Users/pq/text-generation-webui/extensions/stable_diffusion,/Volumes/psiqo/text-generation-webui/extensions/stable_diffusion,True
/Users/pq/text-generation-webui/extensions/text-generation-webui-stable_diffusion,2,Trojaner/text-generation-webui-stable_diffusion,main,/Users/pq/text-generation-webui/extensions/text-generation-webui-stable_diffusion,/Volumes/psiqo/text-generation-webui/extensions/text-generation-webui-stable_diffusion,True
/Users/pq/exllamav2,2,turboderp/exllamav2,master,/Users/pq/exllamav2,/Volumes/psiqo/exllamav2,True
/Users/pq/exui,2,turboderp/exui,master,/Users/pq/exui,/Volumes/psiqo/exui,True
/Users/pq/unstructured,2,Unstructured-IO/unstructured,main,/Users/pq/unstructured,/Volumes/psiqo/unstructured,True
/Users/pq/weaviate,2,weaviate/weaviate,richierich,/Users/pq/weaviate,/Volumes/psiqo/weaviate,True
/Users/pq/inference,2,xorbitsai/inference,main,/Users/pq/inference,/Volumes/psiqo/inference,True
/Users/pq/_TotalCode/gpt-researcher,1,assafelovic/gpt-researcher,master,/Users/pq/_TotalCode/gpt-researcher,/Volumes/psiqo/_TotalCode/gpt-researcher,True
/Users/pq/Desktop/discoveries/autopack/autopack/autopack.wiki,1,AutoPackAI/autopack.wiki,master,/Users/pq/Desktop/discoveries/autopack/autopack/autopack.wiki,/Volumes/psiqo/Desktop/discoveries/autopack/autopack/autopack.wiki,True
